Machine,Language,Algorithm,Options,Executable_used,Input_name,Input_size,Execution_time
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10-4.in,10,0.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,10000-1.in,10000,1.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,10-4.in,10,0.0
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,1000000-2.in,1000000,604.0
urubu,D,sort,O1,d/sortgdcO1,10000000-4.in,10000000,1008.0
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10-5.in,10,0.0
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,1000-3.in,1000,0.0
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,100000-1.in,100000,32.0
urubu,D,sort,O1,d/sortgdcO1,1000-4.in,1000,0.0
urubu,CPP,STL,O2,cpp/stl_sortO2,100-3.in,100,0.0
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,100-4.in,100,0.0
urubu,Python,sort,,python/sort.py,100-3.in,100,0.0
urubu,Python,quicksort,,python/quicksort.py,100000-4.in,100000,432.0
urubu,D,sort,O1,d/sortgdcO1,100000-4.in,100000,7.0
urubu,CPP,STL,O2,cpp/stl_sortO2,10-1.in,10,0.0
urubu,Python,quicksort,,python/quicksort.py,10000000-2.in,10000000,73837.0
urubu,CPP,STL,O2,cpp/stl_sortO2,1000000-1.in,1000000,73.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,1000000-3.in,1000000,82.0
urubu,Python,quicksort,,python/quicksort.py,10-2.in,10,0.0
urubu,CPP,STL,O1,cpp/stl_sortO1,10-4.in,10,0.0
urubu,CPP,STL,O0,cpp/stl_sortO0,10-3.in,10,0.0
urubu,D,sort,O2,d/sortgdcO2,100000-1.in,100000,6.0
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,100-1.in,100,0.0
urubu,CPP,STL,O1,cpp/stl_sortO1,100-3.in,100,0.0
urubu,D,sort,O2,d/sortgdcO2,1000-2.in,1000,0.0
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,10-1.in,10,0.0
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,100000-5.in,100000,7.0
urubu,D,sort,O1,d/sortgdcO1,1000-1.in,1000,0.0
urubu,D,sort,O3,d/sortgdcO3,10000-5.in,10000,0.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,10000-2.in,10000,1.0
urubu,D,sort,O1,d/sortgdcO1,10000-1.in,10000,0.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,1000-5.in,1000,0.0
urubu,D,sort,O0,d/sortgdcO0,1000000-1.in,1000000,229.0
urubu,CPP,STL,O3,cpp/stl_sortO3,10000000-5.in,10000000,860.0
urubu,CPP,STL,O2,cpp/stl_sortO2,100000-2.in,100000,8.0
urubu,D,sort,O1,d/sortgdcO1,10000-5.in,10000,1.0
urubu,CPP,STL,O2,cpp/stl_sortO2,10-4.in,10,0.0
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,10-5.in,10,0.0
urubu,CPP,STL,O3,cpp/stl_sortO3,1000-5.in,1000,0.0
urubu,D,sort,O0,d/sortgdcO0,10000-2.in,10000,2.0
urubu,CPP,STL,O3,cpp/stl_sortO3,10000-1.in,10000,1.0
urubu,D,sort,O1,d/sortgdcO1,10000000-2.in,10000000,1059.0
urubu,CPP,STL,O2,cpp/stl_sortO2,100-1.in,100,0.0
urubu,Python,quicksort,,python/quicksort.py,10000000-3.in,10000000,73258.0
urubu,Python,quicksort,,python/quicksort.py,1000-5.in,1000,3.0
urubu,D,sort,O1,d/sortgdcO1,10-5.in,10,0.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,100000-2.in,100000,7.0
urubu,Python,quicksort,,python/quicksort.py,10000000-1.in,10000000,73007.0
urubu,CPP,STL,O0,cpp/stl_sortO0,10000-2.in,10000,3.0
urubu,D,sort,O2,d/sortgdcO2,100000-4.in,100000,6.0
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000-2.in,10000,1.0
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,1000000-5.in,1000000,109.0
urubu,D,sort,O1,d/sortgdcO1,1000000-1.in,1000000,94.0
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,1000-1.in,1000,0.0
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000000-4.in,10000000,1223.0
urubu,CPP,STL,O2,cpp/stl_sortO2,100000-3.in,100000,6.0
urubu,Python,sort,,python/sort.py,10000-2.in,10000,2.0
urubu,Python,sort,,python/sort.py,10000000-3.in,10000000,9140.0
urubu,D,sort,O2,d/sortgdcO2,100000-2.in,100000,6.0
urubu,CPP,STL,O0,cpp/stl_sortO0,100000-2.in,100000,33.0
urubu,D,sort,O2,d/sortgdcO2,10000-4.in,10000,0.0
urubu,Python,sort,,python/sort.py,1000000-2.in,1000000,615.0
urubu,D,sort,O0,d/sortgdcO0,10000000-5.in,10000000,2663.0
urubu,CPP,STL,O0,cpp/stl_sortO0,100000-3.in,100000,33.0
urubu,Python,quicksort,,python/quicksort.py,1000-4.in,1000,2.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,10000-5.in,10000,1.0
urubu,CPP,STL,O1,cpp/stl_sortO1,10000000-3.in,10000000,927.0
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,10000000-3.in,10000000,8424.0
urubu,CPP,STL,O3,cpp/stl_sortO3,1000000-5.in,1000000,72.0
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,1000000-1.in,1000000,104.0
